case_id,fir_number,filed_date,modus_operandi,weapon_type,status,narrative_kn,narrative_en,location_id,sensitivity_level
KA-2024-00172,FIR/2024/2279,2024-05-07,pickpocketing in crowded transit area,knife,chargesheet filed,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 04:20. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of pickpocketing in crowded transit area was registered in Davanagere. Incident occurred around 04:20. A knife was reportedly involved. Current status: chargesheet filed.,LOC-ee0c9478,standard
KA-2025-00173,FIR/2025/4365,2025-05-24,chain snatching on foot near market,knife,chargesheet filed,Bengaluru Urban ನಲ್ಲಿ 17:06 ಸಮಯದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of chain snatching on foot near market was registered in Bengaluru Urban. Incident occurred around 17:06. A knife was reportedly involved. Current status: chargesheet filed.,LOC-ef103e46,standard
KA-2026-00174,FIR/2026/1945,2026-03-08,residential break-in via rear window,none (cyber/no physical weapon),chargesheet filed,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 07:15. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of residential break-in via rear window was registered in Mysuru. Incident occurred around 07:15. No weapon was involved. Current status: chargesheet filed.,LOC-723fe4c3,standard
KA-2024-00175,FIR/2024/2044,2024-03-11,residential break-in via rear window,knife,under investigation,"Hubballi-Dharwad ಪ್ರದೇಶದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 08:31. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",A case of residential break-in via rear window was registered in Hubballi-Dharwad. Incident occurred around 08:31. A knife was reportedly involved. Current status: under investigation.,LOC-9eddee38,standard
KA-2024-00176,FIR/2024/7266,2024-07-29,chain snatching using two-wheeler,none (cyber/no physical weapon),chargesheet filed,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 09:09. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of chain snatching using two-wheeler was registered in Mysuru. Incident occurred around 09:09. No weapon was involved. Current status: chargesheet filed.,LOC-c8e888c0,standard
KA-2024-00177,FIR/2024/9664,2024-07-03,cyber fraud via phishing call,knife,closed,"Ballari ಪ್ರದೇಶದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 06:57. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a cyber fraud via phishing call at approximately 06:57 in Ballari. A knife was reportedly involved. Case status: closed.,LOC-d4a508e1,standard
KA-2024-00178,FIR/2024/6671,2024-12-22,pickpocketing in crowded transit area,none (cyber/no physical weapon),pending forensic report,"Bengaluru Urban ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 18:29. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a pickpocketing in crowded transit area at approximately 18:29 in Bengaluru Urban. No weapon was involved. Case status: pending forensic report.,LOC-a1b34319,standard
KA-2024-00179,FIR/2024/1550,2024-11-16,cyber fraud via fake job offer,none,chargesheet filed,Mysuru ನಲ್ಲಿ 03:16 ಸಮಯದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a cyber fraud via fake job offer at approximately 03:16 in Mysuru. No weapon was involved. Case status: chargesheet filed.,LOC-723fe4c3,standard
KA-2024-00180,FIR/2024/4836,2024-03-28,pickpocketing in crowded transit area,knife,chargesheet filed,"Bengaluru Urban ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 16:23. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",Complainant reported a pickpocketing in crowded transit area at approximately 16:23 in Bengaluru Urban. A knife was reportedly involved. Case status: chargesheet filed.,LOC-fc38ae24,standard
KA-2024-00181,FIR/2024/5923,2024-08-10,shop burglary after business hours,knife,closed,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 13:08. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a shop burglary after business hours at approximately 13:08 in Davanagere. A knife was reportedly involved. Case status: closed.,LOC-87d3c340,standard
KA-2025-00182,FIR/2025/7821,2025-06-19,ATM tampering attempt,none (cyber/no physical weapon),under investigation,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 00:42. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",A case of ATM tampering attempt was registered in Davanagere. Incident occurred around 00:42. No weapon was involved. Current status: under investigation.,LOC-edff0fc4,standard
KA-2024-00183,FIR/2024/7761,2024-08-12,chain snatching on foot near market,knife,closed,Ballari ನಲ್ಲಿ 05:49 ಸಮಯದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of chain snatching on foot near market was registered in Ballari. Incident occurred around 05:49. A knife was reportedly involved. Current status: closed.,LOC-8894a6dc,standard
KA-2025-00184,FIR/2025/9775,2025-11-29,chain snatching on foot near market,blunt object,under investigation,Shivamogga ನಲ್ಲಿ 17:16 ಸಮಯದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of chain snatching on foot near market was registered in Shivamogga. Incident occurred around 17:16. A blunt object was reportedly involved. Current status: under investigation.,LOC-c5bc5f46,standard
KA-2024-00185,FIR/2024/4422,2024-10-19,cyber fraud via fake job offer,none,under investigation,"Bengaluru Urban ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 07:14. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",Complainant reported a cyber fraud via fake job offer at approximately 07:14 in Bengaluru Urban. No weapon was involved. Case status: under investigation.,LOC-0a850880,standard
KA-2025-00186,FIR/2025/4921,2025-01-11,chain snatching on foot near market,none,pending forensic report,"Hubballi-Dharwad ಪ್ರದೇಶದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 20:31. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a chain snatching on foot near market at approximately 20:31 in Hubballi-Dharwad. No weapon was involved. Case status: pending forensic report.,LOC-abab2dbf,standard
KA-2026-00187,FIR/2026/2615,2026-03-07,chain snatching using two-wheeler,blunt object,closed,"Ballari ಪ್ರದೇಶದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 15:11. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of chain snatching using two-wheeler was registered in Ballari. Incident occurred around 15:11. A blunt object was reportedly involved. Current status: closed.,LOC-102cfde3,standard
KA-2025-00188,FIR/2025/3390,2025-10-05,chain snatching on foot near market,blunt object,closed,Tumakuru ನಲ್ಲಿ 00:26 ಸಮಯದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a chain snatching on foot near market at approximately 00:26 in Tumakuru. A blunt object was reportedly involved. Case status: closed.,LOC-7a143af2,restricted
KA-2024-00189,FIR/2024/9180,2024-12-23,two-wheeler theft from parking area,knife,closed,Davanagere ನಲ್ಲಿ 07:42 ಸಮಯದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of two-wheeler theft from parking area was registered in Davanagere. Incident occurred around 07:42. A knife was reportedly involved. Current status: closed.,LOC-139cd0fb,standard
KA-2025-00190,FIR/2025/9954,2025-07-01,pickpocketing in crowded transit area,none (cyber/no physical weapon),chargesheet filed,Kalaburagi ನಲ್ಲಿ 02:04 ಸಮಯದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a pickpocketing in crowded transit area at approximately 02:04 in Kalaburagi. No weapon was involved. Case status: chargesheet filed.,LOC-155f4b8b,standard
KA-2025-00191,FIR/2025/2113,2025-10-02,residential break-in via forced door lock,none,under investigation,Bengaluru Urban ನಲ್ಲಿ 15:05 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a residential break-in via forced door lock at approximately 15:05 in Bengaluru Urban. No weapon was involved. Case status: under investigation.,LOC-bed5ae5e,standard
KA-2024-00192,FIR/2024/1194,2024-01-25,cyber fraud via fake job offer,none (cyber/no physical weapon),pending forensic report,"Belagavi ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 10:31. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a cyber fraud via fake job offer at approximately 10:31 in Belagavi. No weapon was involved. Case status: pending forensic report.,LOC-d105019f,restricted
KA-2024-00193,FIR/2024/4948,2024-06-15,cyber fraud via phishing call,none (cyber/no physical weapon),chargesheet filed,Hubballi-Dharwad ನಲ್ಲಿ 05:51 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a cyber fraud via phishing call at approximately 05:51 in Hubballi-Dharwad. No weapon was involved. Case status: chargesheet filed.,LOC-2c475c2b,standard
KA-2025-00194,FIR/2025/4700,2025-09-22,ATM tampering attempt,none,closed,Hubballi-Dharwad ನಲ್ಲಿ 17:47 ಸಮಯದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of ATM tampering attempt was registered in Hubballi-Dharwad. Incident occurred around 17:47. No weapon was involved. Current status: closed.,LOC-026f7c02,standard
KA-2024-00195,FIR/2024/9189,2024-01-15,cyber fraud via phishing call,none (cyber/no physical weapon),under investigation,Bengaluru Urban ನಲ್ಲಿ 16:19 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a cyber fraud via phishing call at approximately 16:19 in Bengaluru Urban. No weapon was involved. Case status: under investigation.,LOC-e698308f,standard
KA-2024-00196,FIR/2024/1762,2024-11-24,residential break-in via forced door lock,none,chargesheet filed,"Kalaburagi ಪ್ರದೇಶದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 10:11. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of residential break-in via forced door lock was registered in Kalaburagi. Incident occurred around 10:11. No weapon was involved. Current status: chargesheet filed.,LOC-9a7c468c,standard
KA-2024-00197,FIR/2024/7525,2024-01-25,residential break-in via rear window,knife,closed,Hubballi-Dharwad ನಲ್ಲಿ 07:46 ಸಮಯದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a residential break-in via rear window at approximately 07:46 in Hubballi-Dharwad. A knife was reportedly involved. Case status: closed.,LOC-abab2dbf,standard
KA-2024-00198,FIR/2024/1879,2024-08-05,ATM tampering attempt,blunt object,pending forensic report,"Mangaluru ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 09:44. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a ATM tampering attempt at approximately 09:44 in Mangaluru. A blunt object was reportedly involved. Case status: pending forensic report.,LOC-97a56ecd,standard
KA-2024-00199,FIR/2024/9038,2024-02-16,cyber fraud via fake job offer,none (cyber/no physical weapon),closed,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 00:31. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of cyber fraud via fake job offer was registered in Mysuru. Incident occurred around 00:31. No weapon was involved. Current status: closed.,LOC-eace0100,standard
KA-2025-00200,FIR/2025/5390,2025-01-17,ATM tampering attempt,none,closed,Ballari ನಲ್ಲಿ 20:18 ಸಮಯದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a ATM tampering attempt at approximately 20:18 in Ballari. No weapon was involved. Case status: closed.,LOC-102cfde3,standard
KA-2025-00201,FIR/2025/5419,2025-04-23,residential break-in via forced door lock,none,under investigation,"Mangaluru ಪ್ರದೇಶದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 21:02. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",A case of residential break-in via forced door lock was registered in Mangaluru. Incident occurred around 21:02. No weapon was involved. Current status: under investigation.,LOC-ca21c162,standard
KA-2024-00202,FIR/2024/2524,2024-02-10,cyber fraud via phishing call,none (cyber/no physical weapon),under investigation,"Mangaluru ಪ್ರದೇಶದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 19:06. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",Complainant reported a cyber fraud via phishing call at approximately 19:06 in Mangaluru. No weapon was involved. Case status: under investigation.,LOC-2a434cf1,standard
KA-2025-00203,FIR/2025/5405,2025-08-14,residential break-in via forced door lock,knife,chargesheet filed,Ballari ನಲ್ಲಿ 10:43 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a residential break-in via forced door lock at approximately 10:43 in Ballari. A knife was reportedly involved. Case status: chargesheet filed.,LOC-17217a9c,standard
KA-2024-00204,FIR/2024/5040,2024-04-29,ATM tampering attempt,blunt object,pending forensic report,"Mangaluru ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 11:50. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",A case of ATM tampering attempt was registered in Mangaluru. Incident occurred around 11:50. A blunt object was reportedly involved. Current status: pending forensic report.,LOC-b2d7c0a8,standard
KA-2025-00205,FIR/2025/6399,2025-09-06,two-wheeler theft from parking area,blunt object,under investigation,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 16:27. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",A case of two-wheeler theft from parking area was registered in Davanagere. Incident occurred around 16:27. A blunt object was reportedly involved. Current status: under investigation.,LOC-1961fc6f,standard
KA-2024-00206,FIR/2024/5775,2024-10-02,chain snatching on foot near market,none (cyber/no physical weapon),closed,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 22:47. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of chain snatching on foot near market was registered in Davanagere. Incident occurred around 22:47. No weapon was involved. Current status: closed.,LOC-139cd0fb,standard
KA-2025-00207,FIR/2025/4273,2025-09-02,shop burglary after business hours,none (cyber/no physical weapon),closed,Tumakuru ನಲ್ಲಿ 09:41 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of shop burglary after business hours was registered in Tumakuru. Incident occurred around 09:41. No weapon was involved. Current status: closed.,LOC-7a143af2,standard
KA-2025-00208,FIR/2025/9180,2025-03-28,pickpocketing in crowded transit area,knife,pending forensic report,"Mangaluru ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 13:36. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a pickpocketing in crowded transit area at approximately 13:36 in Mangaluru. A knife was reportedly involved. Case status: pending forensic report.,LOC-09caf132,standard
KA-2025-00209,FIR/2025/9755,2025-11-28,ATM tampering attempt,none (cyber/no physical weapon),under investigation,"Belagavi ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 14:25. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",A case of ATM tampering attempt was registered in Belagavi. Incident occurred around 14:25. No weapon was involved. Current status: under investigation.,LOC-d105019f,standard
KA-2025-00210,FIR/2025/1725,2025-01-20,shop burglary after business hours,none,under investigation,Ballari ನಲ್ಲಿ 14:43 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of shop burglary after business hours was registered in Ballari. Incident occurred around 14:43. No weapon was involved. Current status: under investigation.,LOC-0dfcfde7,standard
KA-2024-00211,FIR/2024/9366,2024-06-02,ATM tampering attempt,none,under investigation,Ballari ನಲ್ಲಿ 04:19 ಸಮಯದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of ATM tampering attempt was registered in Ballari. Incident occurred around 04:19. No weapon was involved. Current status: under investigation.,LOC-8894a6dc,standard
KA-2026-00212,FIR/2026/1402,2026-02-16,shop burglary after business hours,none (cyber/no physical weapon),pending forensic report,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 10:43. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a shop burglary after business hours at approximately 10:43 in Davanagere. No weapon was involved. Case status: pending forensic report.,LOC-edff0fc4,standard
KA-2025-00213,FIR/2025/9537,2025-06-16,two-wheeler theft from parking area,blunt object,closed,Ballari ನಲ್ಲಿ 22:27 ಸಮಯದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of two-wheeler theft from parking area was registered in Ballari. Incident occurred around 22:27. A blunt object was reportedly involved. Current status: closed.,LOC-17217a9c,standard
KA-2024-00214,FIR/2024/6620,2024-03-10,shop burglary after business hours,none,closed,Mysuru ನಲ್ಲಿ 09:54 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a shop burglary after business hours at approximately 09:54 in Mysuru. No weapon was involved. Case status: closed.,LOC-723fe4c3,standard
